is_return,oos_return,is_vol,oos_vol,is_sharpe,oos_sharpe,is_sortino,oos_sortino,is_drawdown,oos_drawdown
8.99,27.61,17.35,17.72,0.29,1.33,0.42,2.35,-21.08,-10.16
4.26,20.91,16.27,16.15,0.02,1.05,0.02,1.31,-26.16,-7.31
-3.67,14.13,16.46,15.39,-0.47,0.66,-0.69,0.84,-30.93,-6.66
-1.62,18.49,16.6,16.6,-0.34,0.87,-0.4,1.52,-30.37,-6.45
26.3,-3.34,14.86,14.22,1.5,-0.52,2.22,-0.85,-15.61,-9.24
6.33,-19.09,16.5,12.18,0.14,-1.89,0.23,-2.93,-18.28,-15.06
19.7,41.32,17.78,16.02,0.88,2.33,1.25,3.47,-15.17,-11.84
9.04,14.54,14.53,19.21,0.35,0.55,0.46,0.72,-15.54,-11.6
2.12,-13.04,16.9,23.06,-0.11,-0.74,-0.14,-0.93,-35.17,-16.11
10.23,16.03,18.38,18.77,0.34,0.64,0.46,0.83,-19.85,-9.78
1.33,-1.1,18.04,24.75,-0.15,-0.21,-0.2,-0.29,-34.7,-13.67
3.31,40.32,15.44,22.45,-0.04,1.62,-0.05,3.11,-33.38,-8.7
1.46,-4.93,16.49,20.86,-0.15,-0.43,-0.2,-0.67,-24.66,-14.99
9.72,1.41,16.54,15.72,0.35,-0.16,0.51,-0.22,-18.51,-12.25
16.42,27.24,15.9,16.91,0.78,1.37,1.19,2.03,-16.83,-7.16
4.39,-26.4,16.52,16.77,0.02,-1.81,0.04,-2.17,-27.99,-15.21
5.63,10.57,17.49,14.82,0.09,0.44,0.12,0.72,-21.66,-6.2
-0.1,-13.42,19.9,18.63,-0.21,-0.94,-0.28,-1.42,-36.83,-16.87
14.92,-2.05,17.42,14.24,0.63,-0.42,1.0,-0.69,-19.74,-6.02
12.58,15.08,15.67,13.52,0.55,0.82,0.62,1.05,-23.62,-9.92
-3.57,-25.33,15.41,15.34,-0.49,-1.91,-0.65,-2.4,-29.52,-13.99
6.6,-25.74,13.91,19.46,0.19,-1.53,0.26,-1.87,-27.77,-21.03
3.16,31.78,15.33,15.52,-0.06,1.79,-0.07,2.35,-25.76,-5.54
9.87,43.83,19.19,14.29,0.31,2.79,0.4,3.97,-24.31,-5.13
9.91,7.76,15.38,16.04,0.38,0.23,0.51,0.37,-13.93,-12.67
14.18,16.87,13.54,19.91,0.75,0.65,1.1,0.94,-13.16,-8.89
23.09,-2.7,17.12,20.37,1.12,-0.33,1.48,-0.49,-18.29,-15.58
-3.7,-18.04,15.97,16.42,-0.48,-1.34,-0.63,-2.04,-32.03,-12.9
17.43,-42.23,15.51,28.52,0.87,-1.62,1.1,-2.06,-13.01,-30.89
-3.9,8.0,13.48,16.53,-0.59,0.24,-0.82,0.37,-26.84,-8.62
-2.83,-3.87,14.96,7.65,-0.46,-1.03,-0.57,-1.37,-24.57,-8.99
13.44,-18.55,16.06,21.24,0.59,-1.06,0.82,-1.32,-17.54,-15.65
19.71,32.33,20.35,17.72,0.77,1.6,1.03,2.41,-25.54,-8.33
1.34,-6.6,17.25,16.12,-0.15,-0.66,-0.2,-0.85,-24.16,-15.08
14.52,-2.68,19.44,15.7,0.54,-0.43,0.64,-0.59,-27.97,-9.44
1.75,24.75,13.14,22.74,-0.17,0.91,-0.24,1.54,-21.77,-6.31
5.77,-15.69,15.13,15.36,0.12,-1.28,0.16,-1.78,-18.63,-15.13
10.43,21.58,19.14,23.38,0.34,0.75,0.43,0.86,-25.65,-16.68
6.19,4.17,14.65,10.82,0.15,0.02,0.2,0.02,-22.03,-10.0
-0.06,-17.48,15.58,19.71,-0.26,-1.09,-0.36,-1.35,-29.26,-14.4
11.2,4.92,16.39,16.86,0.44,0.05,0.65,0.09,-17.66,-12.46
13.51,-20.87,15.82,23.72,0.6,-1.05,0.84,-1.28,-18.3,-20.09
12.37,-4.14,14.65,13.37,0.57,-0.61,0.79,-0.96,-25.47,-11.21
6.62,21.01,17.29,10.57,0.15,1.61,0.21,2.26,-15.78,-4.21
10.74,7.06,18.12,17.51,0.37,0.17,0.53,0.24,-20.04,-7.73
-2.12,-18.57,17.89,12.71,-0.34,-1.78,-0.44,-2.37,-27.13,-10.93
23.57,-7.36,17.56,14.01,1.11,-0.81,1.54,-1.22,-22.52,-9.67
20.83,79.26,16.97,15.98,0.99,4.71,1.52,9.97,-13.9,-4.8
4.84,16.39,15.53,17.82,0.05,0.7,0.07,1.03,-25.95,-10.97
5.59,30.72,16.8,14.29,0.09,1.87,0.12,2.66,-18.52,-6.1
6.68,19.88,12.7,11.93,0.21,1.33,0.27,2.26,-19.86,-4.3
9.48,25.72,16.66,20.72,0.33,1.05,0.48,1.76,-19.83,-7.36
26.75,-8.94,18.74,17.77,1.21,-0.73,1.79,-1.2,-14.86,-13.12
4.99,-0.91,15.07,12.77,0.07,-0.38,0.1,-0.64,-17.09,-5.84
2.09,-11.13,18.98,11.54,-0.1,-1.31,-0.13,-2.02,-24.88,-11.19
-2.51,15.04,17.66,17.65,-0.37,0.63,-0.46,1.05,-32.43,-9.82
0.79,63.22,17.98,19.67,-0.18,3.01,-0.25,5.25,-20.48,-5.31
